Barcodes	Graph-based clusters	Total count	Total expressed feature	Cluster	Sample ID	Cell type	Diagnosis	Plate	Sample pathology	BioTuring - Anatomy	BioTuring - Cell type	Graph-based clusters (Fibroblast)	Cell class	Graph-based clusters (Monocyte)	Graph-based clusters (T cell)	Graph-based clusters (B cell)
S015_L5Q1_C15	Cluster 5	14031.79	1638	SC-T4	300-0486	T cell	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 1	Unassigned
S015_L5Q1_C19	Cluster 3	12181.8652	1367	SC-T1	300-0486	T cell	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	CCR7+ T cell	Unassigned	Cluster 4	Unassigned
S015_L5Q1_C21	Cluster 10	19522.7511	2423	SC-T3	300-0486	T cell	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	PDCD1+ TPH and TFH cell	Unassigned	Cluster 4	Unassigned
S015_L5Q1_C23	Cluster 3	15995.5042	1921	SC-T4	300-0486	T cell	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	T cell [BTC000016]	Unassigned	GZMK+ T cell	Unassigned	Cluster 3	Unassigned
S015_L5Q1_E01	Cluster 2	11708.3186	1316	SC-M3	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 1	Unassigned	Unassigned
S015_L5Q1_E09	Cluster 2	18731.9741	2386	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S015_L5Q1_E13	Cluster 2	21602.2009	2860	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S015_L5Q1_E19	Cluster 2	10153.188	1122	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
S015_L5Q1_E23	Cluster 2	19716.7577	2556	SC-M3	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 3	Unassigned	Unassigned
S015_L5Q1_G01	Cluster 2	15195.468	1810	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S015_L5Q1_G11	Cluster 2	12643.2045	1455	SC-M3	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 1	Unassigned	Unassigned
S015_L5Q1_G15	Cluster 2	18432.6769	2318	SC-M3	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	C1QA+ monocyte	Cluster 3	Unassigned	Unassigned
S015_L5Q1_G17	Cluster 2	30384.2616	4484	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S015_L5Q1_I01	Cluster 2	16054.5956	1950	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 2	Unassigned	Unassigned
S015_L5Q1_I05	Cluster 15	30721.9233	4432	SC-M2	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	NUPR1+ monocyte	Cluster 1	Unassigned	Unassigned
S015_L5Q1_I07	Cluster 2	11623.8474	1321	SC-M1	300-0486	Monocyte	Rheumatoid arthritis	S015	Rheumatoid arthritis	Synovial tissue [BTA000256]	monocyte [BTC000019]	Unassigned	IL1B+ pro-inflammatory monocyte	Cluster 1	Unassigned	Unassigned
